,Country,Year,Sex,Age,Suicides_no,Population,Suicides/100k_pop,Country-year,Hdi_for_year,Gdp_for_year($),Gdp_per_capita($),Generation,num_gen_column
7484,Denmark,1999,female,75+ years,26,238400,10.91,Denmark1999,,"177,965,224,621",35763,G.I. Generation,0
7485,Denmark,1999,female,35-54 years,74,759458,9.74,Denmark1999,,"177,965,224,621",35763,Boomers,0
7486,Denmark,1999,female,25-34 years,21,392951,5.34,Denmark1999,,"177,965,224,621",35763,Generation X,0
7487,Denmark,1999,female,15-24 years,7,308800,2.27,Denmark1999,,"177,965,224,621",35763,Generation X,0
7488,Denmark,1999,male,5-14 years,3,323638,0.93,Denmark1999,,"177,965,224,621",35763,Millenials,1
7489,Denmark,1999,female,5-14 years,0,307403,0.0,Denmark1999,,"177,965,224,621",35763,Millenials,0
7490,Denmark,2000,male,75+ years,72,138454,52.0,Denmark2000,0.862,"164,158,800,460",32841,G.I. Generation,1
7491,Denmark,2000,male,55-74 years,142,495321,28.67,Denmark2000,0.862,"164,158,800,460",32841,Silent,1
7492,Denmark,2000,male,35-54 years,218,783883,27.81,Denmark2000,0.862,"164,158,800,460",32841,Boomers,1
7493,Denmark,2000,female,75+ years,42,239483,17.54,Denmark2000,0.862,"164,158,800,460",32841,G.I. Generation,0
7494,Denmark,2000,male,25-34 years,61,403105,15.13,Denmark2000,0.862,"164,158,800,460",32841,Generation X,1
7495,Denmark,2000,male,15-24 years,39,310470,12.56,Denmark2000,0.862,"164,158,800,460",32841,Generation X,1
7496,Denmark,2000,female,55-74 years,54,528095,10.23,Denmark2000,0.862,"164,158,800,460",32841,Silent,0
7497,Denmark,2000,female,35-54 years,74,760859,9.73,Denmark2000,0.862,"164,158,800,460",32841,Boomers,0
7498,Denmark,2000,female,25-34 years,16,389550,4.11,Denmark2000,0.862,"164,158,800,460",32841,Generation X,0
7499,Denmark,2000,female,15-24 years,9,300690,2.99,Denmark2000,0.862,"164,158,800,460",32841,Generation X,0
7500,Denmark,2000,male,5-14 years,1,332762,0.3,Denmark2000,0.862,"164,158,800,460",32841,Millenials,1
7501,Denmark,2000,female,5-14 years,0,315938,0.0,Denmark2000,0.862,"164,158,800,460",32841,Millenials,0
7502,Denmark,2001,male,75+ years,82,139637,58.72,Denmark2001,,"164,791,416,350",32837,Silent,1
7503,Denmark,2001,male,35-54 years,204,783604,26.03,Denmark2001,,"164,791,416,350",32837,Boomers,1
7504,Denmark,2001,male,55-74 years,123,512361,24.01,Denmark2001,,"164,791,416,350",32837,Silent,1
7505,Denmark,2001,female,75+ years,48,239716,20.02,Denmark2001,,"164,791,416,350",32837,Silent,0
7506,Denmark,2001,female,55-74 years,83,541963,15.31,Denmark2001,,"164,791,416,350",32837,Silent,0
7507,Denmark,2001,male,25-34 years,58,394591,14.7,Denmark2001,,"164,791,416,350",32837,Generation X,1
7508,Denmark,2001,male,15-24 years,38,304335,12.49,Denmark2001,,"164,791,416,350",32837,Millenials,1
7509,Denmark,2001,female,35-54 years,73,761705,9.58,Denmark2001,,"164,791,416,350",32837,Boomers,0
7510,Denmark,2001,female,15-24 years,7,294773,2.37,Denmark2001,,"164,791,416,350",32837,Millenials,0
7511,Denmark,2001,female,25-34 years,9,383262,2.35,Denmark2001,,"164,791,416,350",32837,Generation X,0
7512,Denmark,2001,male,5-14 years,2,340220,0.59,Denmark2001,,"164,791,416,350",32837,Millenials,1
7513,Denmark,2001,female,5-14 years,0,322284,0.0,Denmark2001,,"164,791,416,350",32837,Millenials,0
7514,Denmark,2002,male,75+ years,77,140549,54.79,Denmark2002,,"178,635,160,297",35435,Silent,1
7515,Denmark,2002,male,55-74 years,140,528640,26.48,Denmark2002,,"178,635,160,297",35435,Silent,1
7516,Denmark,2002,male,35-54 years,182,784825,23.19,Denmark2002,,"178,635,160,297",35435,Boomers,1
7517,Denmark,2002,female,75+ years,42,239014,17.57,Denmark2002,,"178,635,160,297",35435,Silent,0
7518,Denmark,2002,male,25-34 years,64,383869,16.67,Denmark2002,,"178,635,160,297",35435,Generation X,1
7519,Denmark,2002,male,15-24 years,40,302190,13.24,Denmark2002,,"178,635,160,297",35435,Millenials,1
7520,Denmark,2002,female,55-74 years,63,556057,11.33,Denmark2002,,"178,635,160,297",35435,Silent,0
7521,Denmark,2002,female,35-54 years,63,762841,8.26,Denmark2002,,"178,635,160,297",35435,Boomers,0
7522,Denmark,2002,female,25-34 years,11,374887,2.93,Denmark2002,,"178,635,160,297",35435,Generation X,0
7523,Denmark,2002,female,15-24 years,6,292727,2.05,Denmark2002,,"178,635,160,297",35435,Millenials,0
7524,Denmark,2002,female,5-14 years,0,328734,0.0,Denmark2002,,"178,635,160,297",35435,Millenials,0
7525,Denmark,2002,male,5-14 years,0,346889,0.0,Denmark2002,,"178,635,160,297",35435,Millenials,1
7526,Denmark,2003,male,75+ years,73,141062,51.75,Denmark2003,,"218,095,997,085",43129,Silent,1
7527,Denmark,2003,male,35-54 years,206,784047,26.27,Denmark2003,,"218,095,997,085",43129,Boomers,1
7528,Denmark,2003,male,55-74 years,129,542296,23.79,Denmark2003,,"218,095,997,085",43129,Silent,1
7529,Denmark,2003,male,25-34 years,48,376343,12.75,Denmark2003,,"218,095,997,085",43129,Generation X,1
7530,Denmark,2003,female,75+ years,26,237848,10.93,Denmark2003,,"218,095,997,085",43129,Silent,0
7531,Denmark,2003,female,55-74 years,59,567852,10.39,Denmark2003,,"218,095,997,085",43129,Silent,0
7532,Denmark,2003,male,15-24 years,24,300836,7.98,Denmark2003,,"218,095,997,085",43129,Millenials,1
7533,Denmark,2003,female,35-54 years,43,763110,5.63,Denmark2003,,"218,095,997,085",43129,Boomers,0
7534,Denmark,2003,female,25-34 years,19,369080,5.15,Denmark2003,,"218,095,997,085",43129,Generation X,0
7535,Denmark,2003,female,15-24 years,6,290582,2.06,Denmark2003,,"218,095,997,085",43129,Millenials,0
7536,Denmark,2003,female,5-14 years,0,332848,0.0,Denmark2003,,"218,095,997,085",43129,Millenials,0
7537,Denmark,2003,male,5-14 years,0,350879,0.0,Denmark2003,,"218,095,997,085",43129,Millenials,1
7538,Denmark,2004,male,75+ years,69,142305,48.49,Denmark2004,,"251,373,036,671",49552,Silent,1
7539,Denmark,2004,male,35-54 years,180,782832,22.99,Denmark2004,,"251,373,036,671",49552,Boomers,1
7540,Denmark,2004,male,55-74 years,125,553556,22.58,Denmark2004,,"251,373,036,671",49552,Silent,1
7541,Denmark,2004,male,25-34 years,60,369973,16.22,Denmark2004,,"251,373,036,671",49552,Generation X,1
7542,Denmark,2004,female,55-74 years,66,578536,11.41,Denmark2004,,"251,373,036,671",49552,Silent,0
7543,Denmark,2004,male,15-24 years,33,301933,10.93,Denmark2004,,"251,373,036,671",49552,Millenials,1
7544,Denmark,2004,female,75+ years,23,237260,9.69,Denmark2004,,"251,373,036,671",49552,Silent,0
7545,Denmark,2004,female,35-54 years,71,762293,9.31,Denmark2004,,"251,373,036,671",49552,Boomers,0
7546,Denmark,2004,female,25-34 years,19,364710,5.21,Denmark2004,,"251,373,036,671",49552,Generation X,0
7547,Denmark,2004,female,15-24 years,11,290626,3.78,Denmark2004,,"251,373,036,671",49552,Millenials,0
7548,Denmark,2004,female,5-14 years,2,335587,0.6,Denmark2004,,"251,373,036,671",49552,Millenials,0
7549,Denmark,2004,male,5-14 years,2,353316,0.57,Denmark2004,,"251,373,036,671",49552,Millenials,1
7550,Denmark,2005,male,75+ years,83,143327,57.91,Denmark2005,0.902,"264,467,308,109",51960,Silent,1
7551,Denmark,2005,male,55-74 years,139,564794,24.61,Denmark2005,0.902,"264,467,308,109",51960,Silent,1
7552,Denmark,2005,male,35-54 years,158,781448,20.22,Denmark2005,0.902,"264,467,308,109",51960,Boomers,1
7553,Denmark,2005,female,75+ years,38,236734,16.05,Denmark2005,0.902,"264,467,308,109",51960,Silent,0
7554,Denmark,2005,male,25-34 years,53,364110,14.56,Denmark2005,0.902,"264,467,308,109",51960,Generation X,1
7555,Denmark,2005,female,55-74 years,61,588430,10.37,Denmark2005,0.902,"264,467,308,109",51960,Silent,0
7556,Denmark,2005,female,35-54 years,58,762175,7.61,Denmark2005,0.902,"264,467,308,109",51960,Boomers,0
7557,Denmark,2005,male,15-24 years,21,305232,6.88,Denmark2005,0.902,"264,467,308,109",51960,Millenials,1
7558,Denmark,2005,female,25-34 years,10,360100,2.78,Denmark2005,0.902,"264,467,308,109",51960,Generation X,0
7559,Denmark,2005,female,15-24 years,7,292929,2.39,Denmark2005,0.902,"264,467,308,109",51960,Millenials,0
7560,Denmark,2005,male,5-14 years,3,354025,0.85,Denmark2005,0.902,"264,467,308,109",51960,Millenials,1
7561,Denmark,2005,female,5-14 years,0,336548,0.0,Denmark2005,0.902,"264,467,308,109",51960,Millenials,0
7562,Denmark,2006,male,75+ years,79,144928,54.51,Denmark2006,,"282,884,912,894",55354,Silent,1
7563,Denmark,2006,male,55-74 years,155,575056,26.95,Denmark2006,,"282,884,912,894",55354,Silent,1
7564,Denmark,2006,male,35-54 years,161,782816,20.57,Denmark2006,,"282,884,912,894",55354,Boomers,1
7565,Denmark,2006,male,25-34 years,52,355908,14.61,Denmark2006,,"282,884,912,894",55354,Generation X,1
7566,Denmark,2006,female,55-74 years,71,597984,11.87,Denmark2006,,"282,884,912,894",55354,Silent,0
7567,Denmark,2006,female,75+ years,25,236472,10.57,Denmark2006,,"282,884,912,894",55354,Silent,0
7568,Denmark,2006,male,15-24 years,24,312053,7.69,Denmark2006,,"282,884,912,894",55354,Millenials,1
7569,Denmark,2006,female,35-54 years,57,763418,7.47,Denmark2006,,"282,884,912,894",55354,Boomers,0
7570,Denmark,2006,female,25-34 years,15,353444,4.24,Denmark2006,,"282,884,912,894",55354,Generation X,0
7571,Denmark,2006,female,15-24 years,9,298500,3.02,Denmark2006,,"282,884,912,894",55354,Millenials,0
7572,Denmark,2006,female,5-14 years,1,336170,0.3,Denmark2006,,"282,884,912,894",55354,Millenials,0
7573,Denmark,2006,male,5-14 years,1,353711,0.28,Denmark2006,,"282,884,912,894",55354,Millenials,1
7574,Denmark,2007,male,75+ years,59,146309,40.33,Denmark2007,,"319,423,370,134",62229,Silent,1
7575,Denmark,2007,male,55-74 years,124,584457,21.22,Denmark2007,,"319,423,370,134",62229,Silent,1
7576,Denmark,2007,male,35-54 years,145,786990,18.42,Denmark2007,,"319,423,370,134",62229,Boomers,1
7577,Denmark,2007,male,25-34 years,56,347246,16.13,Denmark2007,,"319,423,370,134",62229,Generation X,1
7578,Denmark,2007,female,75+ years,33,235854,13.99,Denmark2007,,"319,423,370,134",62229,Silent,0
7579,Denmark,2007,female,35-54 years,71,768072,9.24,Denmark2007,,"319,423,370,134",62229,Boomers,0
7580,Denmark,2007,female,55-74 years,55,606387,9.07,Denmark2007,,"319,423,370,134",62229,Silent,0
7581,Denmark,2007,male,15-24 years,15,320054,4.69,Denmark2007,,"319,423,370,134",62229,Millenials,1
7582,Denmark,2007,female,25-34 years,15,345418,4.34,Denmark2007,,"319,423,370,134",62229,Generation X,0
7583,Denmark,2007,female,15-24 years,6,305722,1.96,Denmark2007,,"319,423,370,134",62229,Millenials,0
7584,Denmark,2007,male,5-14 years,2,351664,0.57,Denmark2007,,"319,423,370,134",62229,Generation Z,1
7585,Denmark,2007,female,5-14 years,0,334828,0.0,Denmark2007,,"319,423,370,134",62229,Generation Z,0
7586,Denmark,2008,male,75+ years,62,147834,41.94,Denmark2008,,"353,361,056,080",68447,Silent,1
7587,Denmark,2008,male,55-74 years,127,595286,21.33,Denmark2008,,"353,361,056,080",68447,Silent,1
7588,Denmark,2008,male,35-54 years,150,788890,19.01,Denmark2008,,"353,361,056,080",68447,Boomers,1
7589,Denmark,2008,male,25-34 years,48,341329,14.06,Denmark2008,,"353,361,056,080",68447,Generation X,1
7590,Denmark,2008,female,75+ years,27,235396,11.47,Denmark2008,,"353,361,056,080",68447,Silent,0
7591,Denmark,2008,female,55-74 years,63,616691,10.22,Denmark2008,,"353,361,056,080",68447,Silent,0
7592,Denmark,2008,female,35-54 years,76,770688,9.86,Denmark2008,,"353,361,056,080",68447,Boomers,0
7593,Denmark,2008,male,15-24 years,30,330409,9.08,Denmark2008,,"353,361,056,080",68447,Millenials,1
7594,Denmark,2008,female,25-34 years,9,338992,2.65,Denmark2008,,"353,361,056,080",68447,Generation X,0
7595,Denmark,2008,female,15-24 years,8,315514,2.54,Denmark2008,,"353,361,056,080",68447,Millenials,0
7596,Denmark,2008,female,5-14 years,2,332388,0.6,Denmark2008,,"353,361,056,080",68447,Generation Z,0
7597,Denmark,2008,male,5-14 years,1,349108,0.29,Denmark2008,,"353,361,056,080",68447,Generation Z,1
7598,Denmark,2009,male,75+ years,64,150153,42.62,Denmark2009,,"321,241,396,034",61863,Silent,1
7599,Denmark,2009,male,55-74 years,165,604423,27.3,Denmark2009,,"321,241,396,034",61863,Silent,1
7600,Denmark,2009,male,35-54 years,186,790578,23.53,Denmark2009,,"321,241,396,034",61863,Boomers,1
7601,Denmark,2009,female,75+ years,32,235213,13.6,Denmark2009,,"321,241,396,034",61863,Silent,0
7602,Denmark,2009,male,25-34 years,36,335963,10.72,Denmark2009,,"321,241,396,034",61863,Generation X,1
7603,Denmark,2009,female,55-74 years,52,625986,8.31,Denmark2009,,"321,241,396,034",61863,Silent,0
7604,Denmark,2009,male,15-24 years,24,340143,7.06,Denmark2009,,"321,241,396,034",61863,Millenials,1
7605,Denmark,2009,female,35-54 years,43,773415,5.56,Denmark2009,,"321,241,396,034",61863,Boomers,0
7606,Denmark,2009,female,25-34 years,13,334052,3.89,Denmark2009,,"321,241,396,034",61863,Generation X,0
7607,Denmark,2009,female,15-24 years,4,324876,1.23,Denmark2009,,"321,241,396,034",61863,Millenials,0
7608,Denmark,2009,male,5-14 years,2,347259,0.58,Denmark2009,,"321,241,396,034",61863,Generation Z,1
7609,Denmark,2009,female,5-14 years,1,330729,0.3,Denmark2009,,"321,241,396,034",61863,Generation Z,0
7610,Denmark,2010,male,75+ years,61,153231,39.81,Denmark2010,0.908,"321,995,350,347",61711,Silent,1
7611,Denmark,2010,male,55-74 years,142,613233,23.16,Denmark2010,0.908,"321,995,350,347",61711,Silent,1
7612,Denmark,2010,male,35-54 years,142,791338,17.94,Denmark2010,0.908,"321,995,350,347",61711,Generation X,1
7613,Denmark,2010,male,25-34 years,43,329780,13.04,Denmark2010,0.908,"321,995,350,347",61711,Generation X,1
7614,Denmark,2010,female,75+ years,22,236409,9.31,Denmark2010,0.908,"321,995,350,347",61711,Silent,0
7615,Denmark,2010,female,55-74 years,56,634607,8.82,Denmark2010,0.908,"321,995,350,347",61711,Silent,0
7616,Denmark,2010,female,35-54 years,64,776699,8.24,Denmark2010,0.908,"321,995,350,347",61711,Generation X,0
7617,Denmark,2010,male,15-24 years,17,349175,4.87,Denmark2010,0.908,"321,995,350,347",61711,Millenials,1
7618,Denmark,2010,female,15-24 years,10,333696,3.0,Denmark2010,0.908,"321,995,350,347",61711,Millenials,0
7619,Denmark,2010,female,25-34 years,6,327722,1.83,Denmark2010,0.908,"321,995,350,347",61711,Generation X,0
7620,Denmark,2010,female,5-14 years,0,327790,0.0,Denmark2010,0.908,"321,995,350,347",61711,Generation Z,0
7621,Denmark,2010,male,5-14 years,0,344105,0.0,Denmark2010,0.908,"321,995,350,347",61711,Generation Z,1
7622,Denmark,2011,male,75+ years,48,156856,30.6,Denmark2011,0.92,"344,003,209,696",65598,Silent,1
7623,Denmark,2011,male,35-54 years,189,791137,23.89,Denmark2011,0.92,"344,003,209,696",65598,Generation X,1
7624,Denmark,2011,male,55-74 years,139,621859,22.35,Denmark2011,0.92,"344,003,209,696",65598,Boomers,1
7625,Denmark,2011,male,25-34 years,35,326633,10.72,Denmark2011,0.92,"344,003,209,696",65598,Millenials,1
7626,Denmark,2011,female,75+ years,22,237867,9.25,Denmark2011,0.92,"344,003,209,696",65598,Silent,0
7627,Denmark,2011,female,55-74 years,57,643276,8.86,Denmark2011,0.92,"344,003,209,696",65598,Boomers,0
7628,Denmark,2011,male,15-24 years,26,356319,7.3,Denmark2011,0.92,"344,003,209,696",65598,Millenials,1
7629,Denmark,2011,female,35-54 years,50,778373,6.42,Denmark2011,0.92,"344,003,209,696",65598,Generation X,0
7630,Denmark,2011,female,25-34 years,12,323639,3.71,Denmark2011,0.92,"344,003,209,696",65598,Millenials,0
7631,Denmark,2011,female,15-24 years,11,340056,3.23,Denmark2011,0.92,"344,003,209,696",65598,Millenials,0
7632,Denmark,2011,female,5-14 years,0,326359,0.0,Denmark2011,0.92,"344,003,209,696",65598,Generation Z,0
7633,Denmark,2011,male,5-14 years,0,341776,0.0,Denmark2011,0.92,"344,003,209,696",65598,Generation Z,1
7634,Denmark,2012,male,75+ years,67,161259,41.55,Denmark2012,0.921,"327,148,899,962",62071,Silent,1
7635,Denmark,2012,male,35-54 years,209,788215,26.52,Denmark2012,0.921,"327,148,899,962",62071,Generation X,1
7636,Denmark,2012,male,55-74 years,153,630159,24.28,Denmark2012,0.921,"327,148,899,962",62071,Boomers,1
7637,Denmark,2012,female,55-74 years,71,651381,10.9,Denmark2012,0.921,"327,148,899,962",62071,Boomers,0
7638,Denmark,2012,male,25-34 years,31,326746,9.49,Denmark2012,0.921,"327,148,899,962",62071,Millenials,1
7639,Denmark,2012,male,15-24 years,33,362466,9.1,Denmark2012,0.921,"327,148,899,962",62071,Millenials,1
7640,Denmark,2012,female,75+ years,19,240759,7.89,Denmark2012,0.921,"327,148,899,962",62071,Silent,0
7641,Denmark,2012,female,35-54 years,58,776419,7.47,Denmark2012,0.921,"327,148,899,962",62071,Generation X,0
7642,Denmark,2012,female,25-34 years,11,322504,3.41,Denmark2012,0.921,"327,148,899,962",62071,Millenials,0
7643,Denmark,2012,female,15-24 years,8,346154,2.31,Denmark2012,0.921,"327,148,899,962",62071,Millenials,0
7644,Denmark,2012,male,5-14 years,1,340022,0.29,Denmark2012,0.921,"327,148,899,962",62071,Generation Z,1
7645,Denmark,2012,female,5-14 years,0,324455,0.0,Denmark2012,0.921,"327,148,899,962",62071,Generation Z,0
7646,Denmark,2013,male,75+ years,62,166011,37.35,Denmark2013,0.923,"343,584,385,594",64831,Silent,1
7647,Denmark,2013,male,55-74 years,157,637775,24.62,Denmark2013,0.923,"343,584,385,594",64831,Boomers,1
7648,Denmark,2013,male,35-54 years,174,785198,22.16,Denmark2013,0.923,"343,584,385,594",64831,Generation X,1
7649,Denmark,2013,female,75+ years,25,243880,10.25,Denmark2013,0.923,"343,584,385,594",64831,Silent,0
7650,Denmark,2013,male,25-34 years,33,328192,10.06,Denmark2013,0.923,"343,584,385,594",64831,Millenials,1
7651,Denmark,2013,female,55-74 years,52,658936,7.89,Denmark2013,0.923,"343,584,385,594",64831,Boomers,0
7652,Denmark,2013,female,35-54 years,54,775088,6.97,Denmark2013,0.923,"343,584,385,594",64831,Generation X,0
7653,Denmark,2013,male,15-24 years,23,367000,6.27,Denmark2013,0.923,"343,584,385,594",64831,Millenials,1
7654,Denmark,2013,female,25-34 years,16,322819,4.96,Denmark2013,0.923,"343,584,385,594",64831,Millenials,0
7655,Denmark,2013,female,15-24 years,12,350607,3.42,Denmark2013,0.923,"343,584,385,594",64831,Millenials,0
7656,Denmark,2013,female,5-14 years,1,324362,0.31,Denmark2013,0.923,"343,584,385,594",64831,Generation Z,0
7657,Denmark,2013,male,5-14 years,1,339830,0.29,Denmark2013,0.923,"343,584,385,594",64831,Generation Z,1
7658,Denmark,2014,male,75+ years,61,172150,35.43,Denmark2014,0.923,"352,993,633,221",66114,Silent,1
7659,Denmark,2014,male,55-74 years,155,645001,24.03,Denmark2014,0.923,"352,993,633,221",66114,Boomers,1
7660,Denmark,2014,male,35-54 years,178,784300,22.7,Denmark2014,0.923,"352,993,633,221",66114,Generation X,1
7661,Denmark,2014,female,75+ years,36,248889,14.46,Denmark2014,0.923,"352,993,633,221",66114,Silent,0
7662,Denmark,2014,male,25-34 years,43,333712,12.89,Denmark2014,0.923,"352,993,633,221",66114,Millenials,1
7663,Denmark,2014,male,15-24 years,31,370570,8.37,Denmark2014,0.923,"352,993,633,221",66114,Millenials,1
7664,Denmark,2014,female,35-54 years,59,774379,7.62,Denmark2014,0.923,"352,993,633,221",66114,Generation X,0
7665,Denmark,2014,female,55-74 years,50,666386,7.5,Denmark2014,0.923,"352,993,633,221",66114,Boomers,0
7666,Denmark,2014,female,25-34 years,7,325866,2.15,Denmark2014,0.923,"352,993,633,221",66114,Millenials,0
7667,Denmark,2014,female,15-24 years,7,354099,1.98,Denmark2014,0.923,"352,993,633,221",66114,Millenials,0
7668,Denmark,2014,female,5-14 years,1,323749,0.31,Denmark2014,0.923,"352,993,633,221",66114,Generation Z,0
7669,Denmark,2014,male,5-14 years,1,340065,0.29,Denmark2014,0.923,"352,993,633,221",66114,Generation Z,1
7670,Denmark,2015,male,75+ years,57,178633,31.91,Denmark2015,,"301,298,464,861",55972,Silent,1
7671,Denmark,2015,male,35-54 years,159,783366,20.3,Denmark2015,,"301,298,464,861",55972,Generation X,1
7672,Denmark,2015,male,55-74 years,126,651856,19.33,Denmark2015,,"301,298,464,861",55972,Boomers,1
7673,Denmark,2015,female,75+ years,32,253300,12.63,Denmark2015,,"301,298,464,861",55972,Silent,0
7674,Denmark,2015,female,55-74 years,67,673655,9.95,Denmark2015,,"301,298,464,861",55972,Boomers,0
7675,Denmark,2015,male,25-34 years,30,342769,8.75,Denmark2015,,"301,298,464,861",55972,Millenials,1
7676,Denmark,2015,female,35-54 years,51,772844,6.6,Denmark2015,,"301,298,464,861",55972,Generation X,0
7677,Denmark,2015,male,15-24 years,18,374051,4.81,Denmark2015,,"301,298,464,861",55972,Millenials,1
7678,Denmark,2015,female,25-34 years,15,331400,4.53,Denmark2015,,"301,298,464,861",55972,Millenials,0
7679,Denmark,2015,female,15-24 years,6,356882,1.68,Denmark2015,,"301,298,464,861",55972,Millenials,0
7680,Denmark,2015,female,5-14 years,3,323821,0.93,Denmark2015,,"301,298,464,861",55972,Generation Z,0
7681,Denmark,2015,male,5-14 years,0,340483,0.0,Denmark2015,,"301,298,464,861",55972,Generation Z,1
8354,Estonia,1995,male,35-54 years,227,180939,125.46,Estonia1995,0.719,"4,373,665,146",3224,Boomers,1
8355,Estonia,1995,male,75+ years,20,17701,112.99,Estonia1995,0.719,"4,373,665,146",3224,G.I. Generation,1
8356,Estonia,1995,male,55-74 years,119,117994,100.85,Estonia1995,0.719,"4,373,665,146",3224,Silent,1
8357,Estonia,1995,male,25-34 years,66,95952,68.78,Estonia1995,0.719,"4,373,665,146",3224,Generation X,1
8358,Estonia,1995,female,75+ years,18,50860,35.39,Estonia1995,0.719,"4,373,665,146",3224,G.I. Generation,0
8359,Estonia,1995,female,55-74 years,53,178879,29.63,Estonia1995,0.719,"4,373,665,146",3224,Silent,0
8360,Estonia,1995,male,15-24 years,29,100625,28.82,Estonia1995,0.719,"4,373,665,146",3224,Generation X,1
8361,Estonia,1995,female,35-54 years,41,200427,20.46,Estonia1995,0.719,"4,373,665,146",3224,Boomers,0
8362,Estonia,1995,female,25-34 years,9,98531,9.13,Estonia1995,0.719,"4,373,665,146",3224,Generation X,0
8363,Estonia,1995,female,15-24 years,7,97494,7.18,Estonia1995,0.719,"4,373,665,146",3224,Generation X,0
8364,Estonia,1995,male,5-14 years,5,111035,4.5,Estonia1995,0.719,"4,373,665,146",3224,Millenials,1
8365,Estonia,1995,female,5-14 years,0,106214,0.0,Estonia1995,0.719,"4,373,665,146",3224,Millenials,0
8366,Estonia,1996,male,75+ years,22,17605,124.96,Estonia1996,,"4,746,109,767",3536,G.I. Generation,1
8367,Estonia,1996,male,35-54 years,217,178056,121.87,Estonia1996,,"4,746,109,767",3536,Boomers,1
8368,Estonia,1996,male,55-74 years,100,118715,84.24,Estonia1996,,"4,746,109,767",3536,Silent,1
8369,Estonia,1996,male,25-34 years,53,93866,56.46,Estonia1996,,"4,746,109,767",3536,Generation X,1
8370,Estonia,1996,female,75+ years,25,50849,49.17,Estonia1996,,"4,746,109,767",3536,G.I. Generation,0
8371,Estonia,1996,male,15-24 years,37,99540,37.17,Estonia1996,,"4,746,109,767",3536,Generation X,1
8372,Estonia,1996,female,55-74 years,37,179534,20.61,Estonia1996,,"4,746,109,767",3536,Silent,0
8373,Estonia,1996,female,35-54 years,40,198315,20.17,Estonia1996,,"4,746,109,767",3536,Boomers,0
8374,Estonia,1996,female,15-24 years,8,96173,8.32,Estonia1996,,"4,746,109,767",3536,Generation X,0
8375,Estonia,1996,male,5-14 years,4,109002,3.67,Estonia1996,,"4,746,109,767",3536,Millenials,1
8376,Estonia,1996,female,25-34 years,2,96311,2.08,Estonia1996,,"4,746,109,767",3536,Generation X,0
8377,Estonia,1996,female,5-14 years,0,104236,0.0,Estonia1996,,"4,746,109,767",3536,Millenials,0
8378,Estonia,1997,male,75+ years,20,17817,112.25,Estonia1997,,"5,066,240,419",3806,G.I. Generation,1
8379,Estonia,1997,male,35-54 years,193,176261,109.5,Estonia1997,,"5,066,240,419",3806,Boomers,1
8380,Estonia,1997,male,55-74 years,117,119232,98.13,Estonia1997,,"5,066,240,419",3806,Silent,1
8381,Estonia,1997,male,25-34 years,60,92544,64.83,Estonia1997,,"5,066,240,419",3806,Generation X,1
8382,Estonia,1997,male,15-24 years,36,98971,36.37,Estonia1997,,"5,066,240,419",3806,Generation X,1
8383,Estonia,1997,female,75+ years,15,51893,28.91,Estonia1997,,"5,066,240,419",3806,G.I. Generation,0
8384,Estonia,1997,female,55-74 years,34,179234,18.97,Estonia1997,,"5,066,240,419",3806,Silent,0
8385,Estonia,1997,female,35-54 years,29,196914,14.73,Estonia1997,,"5,066,240,419",3806,Boomers,0
8386,Estonia,1997,female,25-34 years,7,94741,7.39,Estonia1997,,"5,066,240,419",3806,Generation X,0
8387,Estonia,1997,female,15-24 years,6,95553,6.28,Estonia1997,,"5,066,240,419",3806,Generation X,0
8388,Estonia,1997,male,5-14 years,5,106361,4.7,Estonia1997,,"5,066,240,419",3806,Millenials,1
8389,Estonia,1997,female,5-14 years,0,101713,0.0,Estonia1997,,"5,066,240,419",3806,Millenials,0
8390,Estonia,1998,male,55-74 years,123,118242,104.02,Estonia1998,,"5,617,109,245",4250,Silent,1
8391,Estonia,1998,male,35-54 years,166,176185,94.22,Estonia1998,,"5,617,109,245",4250,Boomers,1
8392,Estonia,1998,male,75+ years,11,18044,60.96,Estonia1998,,"5,617,109,245",4250,G.I. Generation,1
8393,Estonia,1998,male,25-34 years,55,91671,60.0,Estonia1998,,"5,617,109,245",4250,Generation X,1
8394,Estonia,1998,male,15-24 years,36,99239,36.28,Estonia1998,,"5,617,109,245",4250,Generation X,1
8395,Estonia,1998,female,75+ years,14,53166,26.33,Estonia1998,,"5,617,109,245",4250,G.I. Generation,0
8396,Estonia,1998,female,35-54 years,32,197231,16.22,Estonia1998,,"5,617,109,245",4250,Boomers,0
8397,Estonia,1998,female,55-74 years,25,176820,14.14,Estonia1998,,"5,617,109,245",4250,Silent,0
8398,Estonia,1998,female,15-24 years,5,95878,5.21,Estonia1998,,"5,617,109,245",4250,Generation X,0
8399,Estonia,1998,male,5-14 years,5,103157,4.85,Estonia1998,,"5,617,109,245",4250,Millenials,1
8400,Estonia,1998,female,25-34 years,4,93664,4.27,Estonia1998,,"5,617,109,245",4250,Generation X,0
8401,Estonia,1998,female,5-14 years,1,98422,1.02,Estonia1998,,"5,617,109,245",4250,Millenials,0
8402,Estonia,1999,male,75+ years,23,18414,124.9,Estonia1999,,"5,726,897,998",4361,G.I. Generation,1
8403,Estonia,1999,male,55-74 years,101,116703,86.54,Estonia1999,,"5,726,897,998",4361,Silent,1
